# X Y Z
1	0.00 0 0
2	5.00 0 0
3	10.00 0 0
4	15.00 0 0
5	20.00 0 0
6	25.00 0 0
7	30.00 0 0
8	35.00 0 0
9	40.00 0 0
10	45.00 0 0
11	50.00 0 0
12	55.00 0 0
13	60.00 0 0
14	65.00 0 0
15	70.00 0 0
16	75.00 0 0
17	80.00 0 0
18	85.00 0 0
19	90.00 0 0
20	95.00 0 0
21	100.00 0 0
22	105.00 0 0
23	110.00 0 0
24	115.00 0 0
25	120.00 0 0
26	125.00 0 0
27	130.00 0 0
28	135.00 0 0
29	140.00 0 0
30	145.00 0 0
31	150.00 0 0
32	155.00 0 0
33	160.00 0 0
34	165.00 0 0
35	170.00 0 0
36	175.00 0 0
37	180.00 0 0
38	185.00 0 0
39	190.00 0 0
40	195.00 0 0
41	200.00 0 0
42	205.00 0 0
43	210.00 0 0
44	215.00 0 0
45	220.00 0 0
46	225.00 0 0
47	230.00 0 0
48	235.00 0 0
# A B M N
1	7	12	1	18
2	8	13	2	19
3	9	14	1	22
4	9	14	3	20
5	10	15	2	23
6	10	15	4	21
7	11	16	1	26
8	11	16	3	24
9	11	16	5	22
10	12	17	2	27
11	12	17	4	25
12	12	17	6	23
13	13	18	1	30
14	13	18	3	28
15	13	18	5	26
16	13	18	7	24
17	14	19	2	31
18	14	19	4	29
19	14	19	6	27
20	14	19	8	25
21	15	20	1	34
22	15	20	3	32
23	15	20	5	30
24	15	20	7	28
25	15	20	9	26
26	16	21	2	35
27	16	21	4	33
28	16	21	6	31
29	16	21	8	29
30	16	21	10	27
31	17	22	1	38
32	17	22	3	36
33	17	22	5	34
34	17	22	7	32
35	17	22	9	30
36	17	22	11	28
37	18	23	2	39
38	18	23	4	37
39	18	23	6	35
40	18	23	8	33
41	18	23	10	31
42	18	23	12	29
43	19	24	1	42
44	19	24	3	40
45	19	24	5	38
46	19	24	7	36
47	19	24	9	34
48	19	24	11	32
49	19	24	13	30
50	20	25	2	43
51	20	25	4	41
52	20	25	6	39
53	20	25	8	37
54	20	25	10	35
55	20	25	12	33
56	20	25	14	31
57	21	26	3	44
58	21	26	5	42
59	21	26	7	40
60	21	26	9	38
61	21	26	11	36
62	21	26	13	34
63	21	26	15	32
64	22	27	4	45
65	22	27	6	43
66	22	27	8	41
67	22	27	10	39
68	22	27	12	37
69	22	27	14	35
70	22	27	16	33
71	23	28	5	46
72	23	28	7	44
73	23	28	9	42
74	23	28	11	40
75	23	28	13	38
76	23	28	15	36
77	23	28	17	34
78	24	29	6	47
79	24	29	8	45
80	24	29	10	43
81	24	29	12	41
82	24	29	14	39
83	24	29	16	37
84	24	29	18	35
85	25	30	7	48
86	25	30	9	46
87	25	30	11	44
88	25	30	13	42
89	25	30	15	40
90	25	30	17	38
91	25	30	19	36
92	26	31	10	47
93	26	31	12	45
94	26	31	14	43
95	26	31	16	41
96	26	31	18	39
97	26	31	20	37
98	27	32	11	48
99	27	32	13	46
100	27	32	15	44
101	27	32	17	42
102	27	32	19	40
103	27	32	21	38
104	28	33	14	47
105	28	33	16	45
106	28	33	18	43
107	28	33	20	41
108	28	33	22	39
109	29	34	15	48
110	29	34	17	46
111	29	34	19	44
112	29	34	21	42
113	29	34	23	40
114	30	35	18	47
115	30	35	20	45
116	30	35	22	43
117	30	35	24	41
118	31	36	19	48
119	31	36	21	46
120	31	36	23	44
121	31	36	25	42
122	32	37	22	47
123	32	37	24	45
124	32	37	26	43
125	33	38	23	48
126	33	38	25	46
127	33	38	27	44
128	34	39	26	47
129	34	39	28	45
130	35	40	27	48
131	35	40	29	46
132	36	41	30	47
133	37	42	31	48
134	2	3	1	4
135	3	4	1	6
136	3	4	2	5
137	4	5	1	8
138	4	5	2	7
139	4	5	3	6
140	5	6	1	10
141	5	6	2	9
142	5	6	3	8
143	5	6	4	7
144	6	7	1	12
145	6	7	2	11
146	6	7	3	10
147	6	7	4	9
148	6	7	5	8
149	7	8	1	14
150	7	8	2	13
151	7	8	3	12
152	7	8	4	11
153	7	8	5	10
154	7	8	6	9
155	8	9	1	16
156	8	9	2	15
157	8	9	3	14
158	8	9	4	13
159	8	9	5	12
160	8	9	6	11
161	8	9	7	10
162	9	10	1	18
163	9	10	2	17
164	9	10	3	16
165	9	10	4	15
166	9	10	5	14
167	9	10	6	13
168	9	10	7	12
169	9	10	8	11
170	10	11	2	19
171	10	11	3	18
172	10	11	4	17
173	10	11	5	16
174	10	11	6	15
175	10	11	7	14
176	10	11	8	13
177	10	11	9	12
178	11	12	3	20
179	11	12	4	19
180	11	12	5	18
181	11	12	6	17
182	11	12	7	16
183	11	12	8	15
184	11	12	9	14
185	11	12	10	13
186	12	13	4	21
187	12	13	5	20
188	12	13	6	19
189	12	13	7	18
190	12	13	8	17
191	12	13	9	16
192	12	13	10	15
193	12	13	11	14
194	13	14	5	22
195	13	14	6	21
196	13	14	7	20
197	13	14	8	19
198	13	14	9	18
199	13	14	10	17
200	13	14	11	16
201	13	14	12	15
202	14	15	6	23
203	14	15	7	22
204	14	15	8	21
205	14	15	9	20
206	14	15	10	19
207	14	15	11	18
208	14	15	12	17
209	14	15	13	16
210	15	16	7	24
211	15	16	8	23
212	15	16	9	22
213	15	16	10	21
214	15	16	11	20
215	15	16	12	19
216	15	16	13	18
217	15	16	14	17
218	16	17	8	25
219	16	17	9	24
220	16	17	10	23
221	16	17	11	22
222	16	17	12	21
223	16	17	13	20
224	16	17	14	19
225	16	17	15	18
226	17	18	9	26
227	17	18	10	25
228	17	18	11	24
229	17	18	12	23
230	17	18	13	22
231	17	18	14	21
232	17	18	15	20
233	17	18	16	19
234	18	19	10	27
235	18	19	11	26
236	18	19	12	25
237	18	19	13	24
238	18	19	14	23
239	18	19	15	22
240	18	19	16	21
241	18	19	17	20
242	19	20	11	28
243	19	20	12	27
244	19	20	13	26
245	19	20	14	25
246	19	20	15	24
247	19	20	16	23
248	19	20	17	22
249	19	20	18	21
250	20	21	12	29
251	20	21	13	28
252	20	21	14	27
253	20	21	15	26
254	20	21	16	25
255	20	21	17	24
256	20	21	18	23
257	20	21	19	22
258	21	22	13	30
259	21	22	14	29
260	21	22	15	28
261	21	22	16	27
262	21	22	17	26
263	21	22	18	25
264	21	22	19	24
265	21	22	20	23
266	22	23	14	31
267	22	23	15	30
268	22	23	16	29
269	22	23	17	28
270	22	23	18	27
271	22	23	19	26
272	22	23	20	25
273	22	23	21	24
274	23	24	15	32
275	23	24	16	31
276	23	24	17	30
277	23	24	18	29
278	23	24	19	28
279	23	24	20	27
280	23	24	21	26
281	23	24	22	25
282	24	25	16	33
283	24	25	17	32
284	24	25	18	31
285	24	25	19	30
286	24	25	20	29
287	24	25	21	28
288	24	25	22	27
289	24	25	23	26
290	25	26	17	34
291	25	26	18	33
292	25	26	19	32
293	25	26	20	31
294	25	26	21	30
295	25	26	22	29
296	25	26	23	28
297	25	26	24	27
298	26	27	18	35
299	26	27	19	34
300	26	27	20	33
301	26	27	21	32
302	26	27	22	31
303	26	27	23	30
304	26	27	24	29
305	26	27	25	28
306	27	28	19	36
307	27	28	20	35
308	27	28	21	34
309	27	28	22	33
310	27	28	23	32
311	27	28	24	31
312	27	28	25	30
313	27	28	26	29
314	28	29	20	37
315	28	29	21	36
316	28	29	22	35
317	28	29	23	34
318	28	29	24	33
319	28	29	25	32
320	28	29	26	31
321	28	29	27	30
322	29	30	21	38
323	29	30	22	37
324	29	30	23	36
325	29	30	24	35
326	29	30	25	34
327	29	30	26	33
328	29	30	27	32
329	29	30	28	31
330	30	31	22	39
331	30	31	23	38
332	30	31	24	37
333	30	31	25	36
334	30	31	26	35
335	30	31	27	34
336	30	31	28	33
337	30	31	29	32
338	31	32	23	40
339	31	32	24	39
340	31	32	25	38
341	31	32	26	37
342	31	32	27	36
343	31	32	28	35
344	31	32	29	34
345	31	32	30	33
346	32	33	24	41
347	32	33	25	40
348	32	33	26	39
349	32	33	27	38
350	32	33	28	37
351	32	33	29	36
352	32	33	30	35
353	32	33	31	34
354	33	34	25	42
355	33	34	26	41
356	33	34	27	40
357	33	34	28	39
358	33	34	29	38
359	33	34	30	37
360	33	34	31	36
361	33	34	32	35
362	34	35	26	43
363	34	35	27	42
364	34	35	28	41
365	34	35	29	40
366	34	35	30	39
367	34	35	31	38
368	34	35	32	37
369	34	35	33	36
370	35	36	27	44
371	35	36	28	43
372	35	36	29	42
373	35	36	30	41
374	35	36	31	40
375	35	36	32	39
376	35	36	33	38
377	35	36	34	37
378	36	37	28	45
379	36	37	29	44
380	36	37	30	43
381	36	37	31	42
382	36	37	32	41
383	36	37	33	40
384	36	37	34	39
385	36	37	35	38
386	37	38	29	46
387	37	38	30	45
388	37	38	31	44
389	37	38	32	43
390	37	38	33	42
391	37	38	34	41
392	37	38	35	40
393	37	38	36	39
394	38	39	30	47
395	38	39	31	46
396	38	39	32	45
397	38	39	33	44
398	38	39	34	43
399	38	39	35	42
400	38	39	36	41
401	38	39	37	40
402	39	40	31	48
403	39	40	32	47
404	39	40	33	46
405	39	40	34	45
406	39	40	35	44
407	39	40	36	43
408	39	40	37	42
409	39	40	38	41
410	40	41	33	48
411	40	41	34	47
412	40	41	35	46
413	40	41	36	45
414	40	41	37	44
415	40	41	38	43
416	40	41	39	42
417	41	42	35	48
418	41	42	36	47
419	41	42	37	46
420	41	42	38	45
421	41	42	39	44
422	41	42	40	43
423	42	43	37	48
424	42	43	38	47
425	42	43	39	46
426	42	43	40	45
427	42	43	41	44
428	43	44	39	48
429	43	44	40	47
430	43	44	41	46
431	43	44	42	45
432	44	45	41	48
433	44	45	42	47
434	44	45	43	46
435	45	46	43	48
436	45	46	44	47
437	46	47	45	48
438	1	2	12	11
439	1	2	10	9
440	1	2	8	7
441	1	2	6	5
442	1	2	4	3
443	2	3	13	12
444	2	3	11	10
445	2	3	9	8
446	2	3	7	6
447	2	3	5	4
448	1	4	24	21
449	1	4	22	19
450	1	4	20	17
451	1	4	18	15
452	1	4	16	13
453	1	4	14	11
454	3	4	14	13
455	3	4	12	11
456	3	4	10	9
457	3	4	8	7
458	3	4	6	5
459	2	5	25	22
460	2	5	23	20
461	2	5	21	18
462	2	5	19	16
463	2	5	17	14
464	2	5	15	12
465	4	5	15	14
466	4	5	13	12
467	4	5	11	10
468	4	5	9	8
469	4	5	7	6
470	1	6	34	29
471	1	6	32	27
472	1	6	30	25
473	1	6	28	23
474	1	6	26	21
475	3	6	26	23
476	3	6	24	21
477	3	6	22	19
478	3	6	20	17
479	3	6	18	15
480	3	6	16	13
481	5	6	16	15
482	5	6	14	13
483	5	6	12	11
484	5	6	10	9
485	5	6	8	7
486	2	7	35	30
487	2	7	33	28
488	2	7	31	26
489	2	7	29	24
490	2	7	27	22
491	4	7	27	24
492	4	7	25	22
493	4	7	23	20
494	4	7	21	18
495	4	7	19	16
496	4	7	17	14
497	6	7	17	16
498	6	7	15	14
499	6	7	13	12
500	6	7	11	10
501	6	7	9	8
502	1	8	44	37
503	1	8	42	35
504	1	8	40	33
505	1	8	38	31
506	1	8	36	29
507	3	8	36	31
508	3	8	34	29
509	3	8	32	27
510	3	8	30	25
511	3	8	28	23
512	5	8	28	25
513	5	8	26	23
